X,Y,Region,material,Site,Feature Number,Excavation istitute,BP,Error,Type
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-7-3,성균관대학교박물관,1990,30,呂·凸자형
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-13,성균관대학교박물관,1990,40,呂·凸자형
127.320794,37.54989,경기,Charcoal,양평 양수리 상석정,A-19,성균관대학교박물관,2020,40,呂·凸자형
127.402135,37.494394,경기,Charcoal,양평 운심리,1,한국문화재재단,1670,28,呂·凸자형
127.402135,37.494394,경기,Charcoal,양평 운심리,2,한국문화재재단,1842,24,呂·凸자형
127.535261,37.424531,경기,Charcoal,양평 하자포리,2,고려문화재연구원,1521,24,呂·凸자형
127.536201,37.422809,경기,Charcoal,양평 하자포리,삼-주-1,한국문화재재단,1585,27,방형
127.532986,37.430455,경기,Charcoal,양평 하자포리,2,한성문화재연구원,1650,30,呂·凸자형
127.535261,37.424531,경기,Charcoal,양평 하자포리,4,고려문화재연구원,1666,21,呂·凸자형
127.532986,37.430455,경기,Charcoal,양평 하자포리,3,한성문화재연구원,1670,30,呂·凸자형
127.535912,37.423334,경기,Charcoal,양평 하자포리,7,경기도자박물관,1677,22,呂·凸자형
127.536201,37.422809,경기,Charcoal,양평 하자포리,삼(한)-주,한국문화재재단,1700,24,呂·凸자형
127.532306,37.430364,경기,Charcoal,양평 하자포리,삼(한)-3,한국문화재재단,1720,24,呂·凸자형
127.536111,37.423056,경기,Charcoal,양평 하자포리,삼(한)-주-3,한국문화재재단,1721,18,呂·凸자형
127.532306,37.430364,경기,Charcoal,양평 하자포리,삼(한)-2,한국문화재재단,1729,16,呂·凸자형
127.536111,37.423056,경기,Charcoal,양평 하자포리,삼(한)-주-1,한국문화재재단,1759,17,呂·凸자형
127.535261,37.424531,경기,Charcoal,양평 하자포리,3,고려문화재연구원,1765,15,呂·凸자형
127.535912,37.423334,경기,Charcoal,양평 하자포리,6,경기도자박물관,1779,25,呂·凸자형
127.535749,37.423713,경기,Charcoal,양평 하자포리,삼(한)-주,한국문화재재단,1780,16,呂·凸자형
127.535749,37.423713,경기,Charcoal,양평 하자포리,원-주,한국문화재재단,1816,16,呂·凸자형
127.532306,37.430364,경기,Charcoal,양평 하자포리,원-주,한국문화재재단,1920,16,呂·凸자형
127.532306,37.430364,경기,Charcoal,양평 하자포리,원삼국 주거지,한국문화재재단,1920,16,呂·凸자형
127.532306,37.430364,경기,Charcoal,양평 하자포리,삼국 주거지-2,한국문화재재단,1729,16,呂·凸자형
127.532306,37.430364,경기,Charcoal,양평 하자포리,삼국 주거지-3,한국문화재재단,1720,24,呂·凸자형
127.672158,37.289407,경기,Charcoal,여주 연양리,3-10 ,중앙문화재연구원,1445,36,呂·凸자형
127.672158,37.289407,경기,Charcoal,여주 연양리,3-7 ,중앙문화재연구원,1497,29,呂·凸자형
127.672158,37.289407,경기,Charcoal,여주 연양리,6 ,고려문화재연구원,1760,50,呂·凸자형
127.672158,37.289407,경기,Charcoal,여주 연양리,7 ,고려문화재연구원,1965,36,呂·凸자형
127.54228,37.201095,경기,Charcoal,여주 태평리,2,전남문화재연구원,1550,30,방형
127.54228,37.201095,경기,Charcoal,여주 태평리,7,전남문화재연구원,1551,22,방형
127.54228,37.201095,경기,Charcoal,여주 태평리,1,전남문화재연구원,1660,40,방형
127.018379,38.109908,경기,Charcoal,연천 강내리,15 ,고려문화재연구원,1530,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,7 ,고려문화재연구원,1610,50,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,26 ,고려문화재연구원,1610,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,17 ,고려문화재연구원,1645,29,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,45 ,고려문화재연구원,1653,32,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,58 ,고려문화재연구원,1700,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,41 ,고려문화재연구원,1700,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,42 ,고려문화재연구원,1710,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,32 ,고려문화재연구원,1710,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,43 ,고려문화재연구원,1720,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,44 ,고려문화재연구원,1723,32,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,38 ,고려문화재연구원,1750,50,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,34 ,고려문화재연구원,1750,29,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,27 ,고려문화재연구원,1750,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,52 ,고려문화재연구원,1800,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,11 ,고려문화재연구원,1870,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,68 ,고려문화재연구원,1900,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,22 ,고려문화재연구원,1900,90,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,24 ,고려문화재연구원,1920,40,呂·凸자형
127.018379,38.109908,경기,Charcoal,연천 강내리,66 ,고려문화재연구원,1940,40,呂·凸자형
127.013889,38.005556,경기,Charcoal,연천 남계리,3-1,서울대학교박물관,1866,6,呂·凸자형
127.011691,38.086696,경기,Charcoal,연천 삼거리,4,백두문화재연구원,1880,40,呂·凸자형
127.011691,38.086696,경기,Charcoal,연천 삼거리,3,백두문화재연구원,1900,40,呂·凸자형
127.011691,38.086696,경기,Charcoal,연천 삼거리,1,백두문화재연구원,1940,29,呂·凸자형
127.011691,38.086696,경기,Charcoal,연천 삼거리,2,백두문화재연구원,1975,29,呂·凸자형
127.071624,38.089457,경기,Charcoal,연천 차탄리,1,한국문물연구원,1800,30,呂·凸자형
127.071624,38.089457,경기,Charcoal,연천 차탄리,2,한국문물연구원,1760,30,呂·凸자형
127.071624,38.089457,경기,Charcoal,연천 차탄리,5,한국문물연구원,1790,30,장방형
127.071624,38.089457,경기,Charcoal,연천 차탄리,1,한국문물연구원,1460,30,신라
127.032608,38.136725,경기,Charcoal,연천 합수리,9,한울문화재연구원,1795,29,呂·凸자형
127.032608,38.136725,경기,Charcoal,연천 합수리,1,한울문화재연구원,1805,29,呂·凸자형
127.032608,38.136725,경기,Charcoal,연천 합수리,5,한울문화재연구원,1850,40,呂·凸자형
127.06666,37.170768,경기,Charred seed,오산 내삼미동,16 ,경기문화재연구원,1585,20,방형
127.06666,37.170768,경기,Charcoal,오산 내삼미동,14 ,경기문화재연구원,1590,20,방형
127.06666,37.170768,경기,Charred seed,오산 내삼미동,19 ,경기문화재연구원,1605,20,방형
127.06666,37.170768,경기,Charcoal,오산 내삼미동,25 ,경기문화재연구원,1640,20,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-3,경기문화재연구원,1660,30,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-2,경기문화재연구원,1690,30,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-4,경기문화재연구원,1550,40,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-6,경기문화재연구원,1580,30,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,나-삼국-7,경기문화재연구원,1700,30,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-1,경기문화재연구원,1610,30,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-4,경기문화재연구원,1620,50,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-2,경기문화재연구원,1530,30,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-3,경기문화재연구원,1840,60,방형
127.06316,37.177744,경기,Charcoal,오산 내삼미동,다-삼국-6,경기문화재연구원,1580,30,방형
127.046514,37.133183,경기,Charcoal,오산 탑동∙두곡동,14-3 ,기호문화재연구원,1800,40,呂·凸자형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-6,한신대학교박물관,1665,29,呂·凸자형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-1,한신대학교박물관,1680,40,呂·凸자형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-7,한신대학교박물관,1690,40,呂·凸자형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-9,한신대학교박물관,1740,29,呂·凸자형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-10,한신대학교박물관,1760,40,방형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-8,한신대학교박물관,1772,29,방형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,A-2,한신대학교박물관,1783,25,呂·凸자형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-2,한신대학교박물관,1786,32,방형
127.2135911,37.2412159,경기,Charcoal,용인 고림동,B-4,한신대학교박물관,1800,40,呂·凸자형
127.107802,37.294478,경기,Charcoal,용인 마북동,70,경기문화재연구원,1450,50,신라
127.107251,37.294935,경기,Charcoal,용인 마북동,4 ,경기문화재연구원,1570,50,방형
127.107251,37.294935,경기,Charcoal,용인 마북동,48 ,경기문화재연구원,1640,50,방형
127.106619,37.294666,경기,Charcoal,용인 마북동,7,한국문화재재단,1700,30,방형
127.097152,37.304083,경기,Charcoal,용인 보정리 소실,7 ,경기문화재연구원,1420,80,방형
127.098813,37.276358,경기,Charcoal,용인 신갈동,1,서경문화재연구원,1710,40,타원형
127.1201086,37.298114,경기,Charcoal,용인 언남동,2지점-1,혜안문화재연구원,1680,30,방형
127.067762,37.272637,경기,Charcoal,용인 영덕동,1-1-7,경기문화재연구원,1140,50,신라
127.067762,37.272637,경기,Charcoal,용인 영덕동,1-1-1,경기문화재연구원,1180,50,신라
127.085653,37.275062,경기,Charcoal,용인 영덕동,15-Three Kingdoms period house,기전문화재연구원,1710,50,방형
127.085653,37.275062,경기,Charcoal,용인 영덕동,14-3 ,기전문화재연구원,1750,50,방형
127.13867,37.241634,경기,Charcoal,용인 지곡동,삼국시대 주거지,서경문화재연구원,1575,22,방형
127.175245,37.28716,경기,Unknown,용인 할미산성,1,한국문화유산연구원,1465,30,장방형
127.175245,37.28716,경기,Unknown,용인 할미산성,2,한국문화유산연구원,1548,23,장방형
127.175245,37.28716,경기,Unknown,용인 할미산성,3,한국문화유산연구원,1423,21,방형
127.175245,37.28716,경기,Unknown,용인 할미산성,4,한국문화유산연구원,1441,23,방형
127.097663,37.749339,경기,Charcoal,의정부 민락동,6-다-통신-5,한국문화재재단,1110,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,2-나2-통신-17,한국문화재재단,1160,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,6-다-통신-4,한국문화재재단,1170,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,6-다-통신-3,한국문화재재단,1210,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,2-나2-통신-1,한국문화재재단,1220,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,2-가-통신-1,한국문화재재단,1310,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,2-나2-통신-50,한국문화재재단,1420,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,2-나2-통신-40,한국문화재재단,1470,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,2-나2-통신-32,한국문화재재단,1500,30,신라
127.097663,37.749339,경기,Charcoal,의정부 민락동,6-다-고구려-2,한국문화재재단,1520,30,고구려
127.097663,37.749339,경기,Charcoal,의정부 민락동,1-나-삼국-1,한국문화재재단,1550,40,방형
127.097663,37.749339,경기,Charcoal,의정부 민락동,6-다-고구려-1,한국문화재재단,1570,30,고구려
127.097663,37.749339,경기,Charcoal,의정부 민락동,1-나-원삼국-1,한국문화재재단,1810,30,呂·凸자형
127.097663,37.749339,경기,Charcoal,의정부 민락동,1-나-원삼국-3,한국문화재재단,1840,30,呂·凸자형
127.097663,37.749339,경기,Charcoal,의정부 민락동,1-나-원삼국-2,한국문화재재단,1900,30,呂·凸자형
126.689053,37.611847,경기,Charcoal,인천 불로동,4-1,한국문화재보호재단,1700,80,방형
126.689053,37.611847,경기,Charcoal,인천 불로동,4-2,한국문화재재단,1850,39,방형
126.515606,37.476826,경기,Charcoal,인천 운남동,B-KC-001,한국고고환경연구소,1750,50,방형
126.515606,37.476826,경기,Charcoal,인천 운남동,A-KC-001,한국고고환경연구소,1820,60,방형
126.514342,37.524243,경기,Charcoal,인천 운북동,5-2 ,한강문화재연구원,1940,50,방형
126.514342,37.524243,경기,Charcoal,인천 운북동,5-1 ,한강문화재연구원,2040,50,방형
126.5642,37.496274,경기,Charcoal,인천 중산동,23-1 ,한강문화재연구원,1550,40,방형
126.549012,37.482487,경기,Charcoal,인천 중산동(중앙),3-12,중앙문화재연구원,1890,50,방형
126.775659,37.833299,경기,Charcoal,파주 능산리,1-1,기호문화재연구원,1830,60,방형
126.712941,37.712371,경기,Charcoal,파주 동패동·목동동,2-나-신라-8,한백문화재연구원,1402,26,신라
126.712941,37.712371,경기,Charcoal,파주 동패동·목동동,6-사-백제-1,한백문화재연구원,1600,30,불명
126.809078,37.867434,경기,Charcoal,파주 선유리,게리오웬-1-2-2주,한국문화유산연구원,1760,50,방형
126.809078,37.867434,경기,Charcoal,파주 선유리,게리오웬-1-1-5주,한국문화유산연구원,1760,40,방형
126.809078,37.867434,경기,Charcoal,파주 선유리,게리오웬-1-1-2주,한국문화유산연구원,1770,40,방형
126.809078,37.867434,경기,Charcoal,파주 선유리,게리오웬-1-1-9주,한국문화유산연구원,1780,60,불명
126.809078,37.867434,경기,Charcoal,파주 선유리,게리오웬-1-3-1주,한국문화유산연구원,1840,50,불명
126.760831,37.726843,경기,Charcoal,파주 운정,Wadong Ⅳ-20-3 ,경기문화재연구원,1536,33,방형
126.760831,37.726843,경기,Charcoal,파주 운정,Unjeong 1-3-2 ,한국선사문화연구원,1700,30,방형
126.760831,37.726843,경기,Charcoal,파주 운정,Wadong Ⅲ-14 house ,경기문화재연구원,1710,60,방형
126.760831,37.726843,경기,Charcoal,파주 운정,Wadong Ⅳ-21-12 ,경기문화재연구원,1750,50,방형
126.760831,37.726843,경기,Charcoal,파주 운정,Wadong Ⅳ-21-13 ,경기문화재연구원,1810,50,방형
126.760831,37.726843,경기,Charcoal,파주 운정,Wadong Ⅲ-15-8,경기문화재연구원,1810,60,방형
126.760831,37.726843,경기,Charcoal,파주 운정,Wadong Ⅲ-15-1,경기문화재연구원,1980,60,방형
126.893599,37.989211,경기,Charcoal,파주 주월리,96-7 ,경기도박물관,1695,45,呂·凸자형
127.100911,37.058321,경기,Charcoal,평택 도일동,5-청동-1,전남문화재연구원,1680,30,장방형
127.100911,37.058321,경기,Charcoal,평택 도일동,5-삼국-1,전남문화재연구원,1700,30,장방형
126.985032,37.032743,경기,Charcoal,평택 백봉리,B-2,기호문화재연구원,1820,60,방형
127.125785,36.986826,경기,Charcoal,평택 소사동,나-원삼국-1,중앙문화재연구원,1920,30,방형
127.125785,36.986826,경기,Charcoal,평택 소사동,나-원삼국-3,중앙문화재연구원,1840,40,방형
127.125785,36.986826,경기,Charcoal,평택 소사동,나-원삼국-4,중앙문화재연구원,1910,40,방형
127.064221,37.018643,경기,Charcoal,평택 지제동,3,마한문화연구원,1800,40,방형
127.239338,37.994458,경기,Charcoal,포천 거사리,C-1,동국문화재연구원,1860,29,呂·凸자형
127.249715,37.968672,경기,Charcoal,포천 금주리,4 ,세종대학교박물관,1814,26,呂·凸자형
127.249715,37.968672,경기,Charcoal,포천 금주리,2,세종대학교박물관,2000,60,呂·凸자형
127.249715,37.968672,경기,Charcoal,포천 금주리,3 ,세종대학교박물관,2004,36,呂·凸자형
127.249715,37.968672,경기,Charcoal,포천 금주리,1,세종대학교박물관,2020,60,呂·凸자형
127.278412,37.943238,경기,Charcoal,포천 길명리,초기 원삼국 수혈주거지,세종대학교박물관,1812,25,呂·凸자형
127.266563,38.109058,경기,Charcoal,포천 사정리 모래내,15,중앙문화재연구원,1730,40 ,呂·凸자형
127.266563,38.109058,경기,Charcoal,포천 사정리 모래내,20,중앙문화재연구원,1740,40 ,呂·凸자형
127.266563,38.109058,경기,Charcoal,포천 사정리 모래내,18,중앙문화재연구원,1780,40 ,呂·凸자형
127.266563,38.109058,경기,Charcoal,포천 사정리 모래내,11,중앙문화재연구원,1820,40 ,呂·凸자형
127.266563,38.109058,경기,Charcoal,포천 사정리 모래내,22,중앙문화재연구원,1880,40 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,1 ,기호문화재연구원,1600,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,5,기호문화재연구원,1640,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,6,기호문화재연구원,1660,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,24,기호문화재연구원,1670,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,15,기호문화재연구원,1680,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,22,기호문화재연구원,1710,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,9,기호문화재연구원,1720,40 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,13,기호문화재연구원,1720,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,17,기호문화재연구원,1750,30 ,呂·凸자형
127.172105,37.865923,경기,Charcoal,포천 자작리,14,기호문화재연구원,1750,30 ,呂·凸자형
127.212112,38.084803,경기,Charcoal,포천 중리,8,겨례문화유산연구원,1700,30,呂·凸자형
127.212112,38.084803,경기,Charcoal,포천 중리,32,겨례문화유산연구원,1770,30,呂·凸자형
127.212112,38.084803,경기,Charcoal,포천 중리,27,겨례문화유산연구원,1780,30,呂·凸자형
127.212112,38.084803,경기,Charcoal,포천 중리,2,겨례문화유산연구원,1810,30,呂·凸자형
127.192812,37.579804,경기,Charcoal,하남 명월동 구산,5 ,고려문화재연구원,1630,60,방형
127.192812,37.579804,경기,Charcoal,하남 명월동 구산,8 ,고려문화재연구원,1700,60,방형
127.192812,37.579804,경기,Charcoal,하남 명월동 구산,1 ,고려문화재연구원,1720,60,방형
127.192812,37.579804,경기,Charcoal,하남 명월동 구산,9 ,고려문화재연구원,1730,60,방형
127.192812,37.579804,경기,Charcoal,하남 명월동 구산,4 ,고려문화재연구원,1750,60,방형
127.192812,37.579804,경기,Charcoal,하남 명월동 구산,12 ,고려문화재연구원,1750,60,방형
127.192812,37.579804,경기,Charcoal,하남 명월동 구산,11 ,고려문화재연구원,1830,60,방형
127.200673,37.577899,경기,Charcoal,하남 미사리,A 1,한양대학교,1730,50,呂·凸자형
127.091459,37.190436,경기,Charcoal,화성 감배산,A-39 ,경기대학교박물관,1600,60,방형
127.091459,37.190436,경기,Charcoal,화성 감배산,A-17 ,경기대학교박물관,1690,40,방형
127.091459,37.190436,경기,Charcoal,화성 감배산,A-3 ,경기대학교박물관,1790,60,방형
127.091459,37.190436,경기,Charcoal,화성 감배산,A-19 ,경기대학교박물관,1820,60,방형
127.091459,37.190436,경기,Charcoal,화성 감배산,C-2 ,경기대학교박물관,1850,60,방형
126.976671,37.230165,경기,Charcoal,화성 고금산,2 ,서울대학교박물관,1899,84,방형
127.076938,37.178637,경기,Charcoal,화성 금곡동,1,서경문화재연구원,1710,30,방형
127.07699,37.177221,경기,Charcoal,화성 금곡동,삼국시대 주거지,서경문화재연구원,1920,30,방형
126.828792,37.202471,경기,Unknown,화성 남양동Ⅱ,13-2 ,한백문화재연구원,1560,22 ,방형
126.828792,37.202471,경기,Unknown,화성 남양동Ⅱ,3-3 ,한백문화재연구원,1735,22 ,방형
126.828792,37.202471,경기,Unknown,화성 남양동Ⅱ,3-5 ,한백문화재연구원,1740,30 ,방형
126.947274,37.182765,경기,Charcoal,화성 마하리,1,서울대학교박물관,1720,29,방형
126.947274,37.182765,경기,Charcoal,화성 마하리,2,서울대학교박물관,1800,31,방형
126.948611,37.183757,경기,Charcoal,화성 마하리·관항리,3,기호문화재연구원,1750,30,장방형
126.948611,37.183757,경기,Charcoal,화성 마하리·관항리,9,기호문화재연구원,1760,30,장방형
126.903069,37.129636,경기,Charcoal,화성 발안리,43 ,기전문화재연구원,1560,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,43,기전문화재연구원,1560,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,3 ,기전문화재연구원,1590,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,3,기전문화재연구원,1590,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,38 ,기전문화재연구원,1780,50,방형
126.903069,37.129636,경기,Charcoal,화성 발안리,30 ,기전문화재연구원,1780,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,38,기전문화재연구원,1780,50,呂·凸자형
127.902813,37.129878,경기,Charcoal,화성 발안리,30,기전문화재연구원,1780,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,51 ,기전문화재연구원,1800,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,51,기전문화재연구원,1800,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,1  ,기전문화재연구원,1810,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,1,기전문화재연구원,1810,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,5 ,기전문화재연구원,1840,60,방형
126.903069,37.129636,경기,Charcoal,화성 발안리,21  ,기전문화재연구원,1840,60,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,5,기전문화재연구원,1840,60,呂·凸자형
127.902813,37.129878,경기,Charcoal,화성 발안리,21,기전문화재연구원,1840,60,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,27 ,기전문화재연구원,1850,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,27,기전문화재연구원,1850,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,24 ,기전문화재연구원,1890,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,24,기전문화재연구원,1890,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,12  ,기전문화재연구원,1950,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,12,기전문화재연구원,1950,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,28 ,기전문화재연구원,1970,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,28,기전문화재연구원,1970,50,呂·凸자형
126.903069,37.129636,경기,Charcoal,화성 발안리,19  ,기전문화재연구원,2080,50,방형
127.902813,37.129878,경기,Charcoal,화성 발안리,19,기전문화재연구원,2080,50,呂·凸자형
127.07208,37.205312,경기,Charcoal,화성 석우리,7 ,경기문화재연구원,1723,23,방형
127.07208,37.205312,경기,Charcoal,화성 석우리,6 ,경기문화재연구원,1730,36,방형
126.952196,37.075479,경기,Charcoal,화성 신왕리,2-1,서경문화재연구원,1700,30,呂·凸자형
126.946822,37.192675,경기,Charcoal,화성 왕림리 노리재골,1  ,중부고고학연구소,1620,40,방형
126.966868,37.11245,경기,Charcoal,화성 요리,2,화서문화재연구원,1680,30,방형
126.966868,37.11245,경기,Charcoal,화성 요리,4,화서문화재연구원,1610,30,방형
126.781242,37.079331,경기,Charcoal,화성 운평리,1,청구고고연구원,1730,30,타원형
126.893393,37.126708,경기,Unknown,화성 제암리,1,한양문화재연구원,1590,30,방형
127.098028,37.19868,경기,Unknown,화성 청계리,마-A-26 ,한백문화재연구원,1590,30 ,방형
127.098028,37.19868,경기,Unknown,화성 청계리,마-A-36,한백문화재연구원,1630,30 ,방형
127.098028,37.19868,경기,Unknown,화성 청계리,마-A-28,한백문화재연구원,1650,30 ,방형
127.098028,37.19868,경기,Unknown,화성 청계리,마-A-63  ,한백문화재연구원,1700,30 ,방형
127.098028,37.19868,경기,Unknown,화성 청계리,마-A-4,한백문화재연구원,1730,40 ,방형
127.098028,37.19868,경기,Unknown,화성 청계리,마-A Pottery,한백문화재연구원,1860,40 ,방형